ID_Transaccion,Fecha,Hora,ID_Cliente,Tipo_Cliente,Rubro,Region_Origen,Region_Destino,Tipo_Servicio,Peso_Kg,Monto_Servicio,ID_Sucursal,Estado_Envio,Fecha_Entrega_Real,Dias_Transito
ENV-2506,11/05/2024,19:01:34,C-3582,Particular,N/A,Antofagasta,Biobío,Certificado,7.71,25420.0,S-04,Entregado,15/05/2024,4
ENV-2507,27/07/2024,14:36:01,C-500,Particular,N/A,Biobío,Biobío,Paquetería,1.47,15528.0,S-04,En tránsito,,
ENV-2508,13/04/2024,12:52:29,C-4301,Corporativo,E-commerce,Biobío,Antofagasta,Económico,5.89,17424.0,S-03,Entregado,15/04/2024,2
ENV-2509,05/01/2024,20:01:51,C-2694,Corporativo,Salud,Valparaíso,Antofagasta,Express,5.14,30420.0,S-05,Entregado,10/01/2024,5
ENV-2510,17/01/2025,17:32:54,C-2124,Corporativo,Banca,Metropolitana,Valparaíso,Paquetería,5.15,24360.0,S-04,Entregado,24/01/2025,7
ENV-2511,29/09/2024,16:06:07,C-4659,Particular,N/A,Metropolitana,La Araucanía,Económico,3.66,13856.0,S-01,En tránsito,,
ENV-2512,29/01/2025,17:36:01,C-394,Particular,N/A,Biobío,Metropolitana,Certificado,0.65,11300.0,S-01,Entregado,03/02/2025,5
ENV-2513,13/07/2024,15:05:31,C-255,Corporativo,Tecnología,Valparaíso,Biobío,Certificado,3.43,16860.0,S-05,Entregado,16/07/2024,3
ENV-2514,20/09/2024,11:22:37,C-3147,Particular,N/A,Metropolitana,Metropolitana,Express,9.5,43500.0,S-03,Entregado,22/09/2024,2
ENV-2515,24/03/2025,08:52:26,C-1262,Corporativo,Retail,Valparaíso,La Araucanía,Paquetería,9.49,34776.0,S-02,Entregado,26/03/2025,2
ENV-2516,06/09/2024,15:55:34,C-3892,Corporativo,Retail,Valparaíso,Valparaíso,Paquetería,4.35,22440.0,S-02,Entregado,13/09/2024,7
ENV-2517,09/02/2024,13:12:00,C-1610,Corporativo,Salud,Biobío,Valparaíso,Paquetería,7.45,29880.0,S-02,En tránsito,,
ENV-2518,25/07/2024,10:30:30,C-3196,Particular,N/A,Antofagasta,Antofagasta,Económico,5.62,16992.0,S-03,Entregado,27/07/2024,2
ENV-2519,11/11/2024,12:27:40,C-4449,Particular,N/A,Valparaíso,Valparaíso,Paquetería,9.15,33960.0,S-05,Entregado,14/11/2024,3
ENV-2520,27/03/2025,16:06:26,C-4996,Corporativo,Tecnología,Valparaíso,Valparaíso,Express,7.39,37170.0,S-01,Demorado,,
ENV-2521,18/09/2024,15:35:33,C-3830,Particular,N/A,Antofagasta,Valparaíso,Paquetería,4.0,21600.0,S-04,Entregado,24/09/2024,6
ENV-2522,11/02/2025,12:50:05,C-1463,Particular,N/A,La Araucanía,Metropolitana,Express,0.7,17100.0,S-05,Entregado,17/02/2025,6
ENV-2523,23/10/2024,08:57:56,C-1855,Particular,N/A,Valparaíso,Antofagasta,Económico,8.13,21008.0,S-01,Entregado,24/10/2024,1
ENV-2524,26/10/2024,12:58:58,C-4214,Particular,N/A,La Araucanía,Valparaíso,Paquetería,3.23,19752.0,S-03,Entregado,01/11/2024,6
ENV-2525,05/08/2024,13:51:49,C-489,Particular,N/A,Valparaíso,Valparaíso,Certificado,4.99,19980.0,S-03,Entregado,12/08/2024,7
ENV-2526,21/01/2024,17:59:12,C-1348,Corporativo,E-commerce,Biobío,Biobío,Certificado,5.46,20920.0,S-04,En tránsito,,
ENV-2527,29/06/2024,09:23:07,C-3369,Corporativo,Banca,Metropolitana,Metropolitana,Express,5.22,30660.0,S-03,Demorado,,
ENV-2528,11/03/2025,17:38:21,C-3714,Corporativo,Tecnología,La Araucanía,Metropolitana,Económico,1.55,10480.0,S-02,Entregado,12/03/2025,1
ENV-2529,22/08/2024,20:42:06,C-4769,Corporativo,Retail,Biobío,Metropolitana,Económico,3.66,13856.0,S-05,En tránsito,,
ENV-2530,04/01/2024,11:38:20,C-9,Particular,N/A,Valparaíso,Metropolitana,Económico,3.68,13888.0,S-03,Entregado,10/01/2024,6
ENV-2531,07/04/2024,10:10:21,C-1623,Particular,N/A,La Araucanía,Biobío,Económico,2.24,11584.0,S-04,En tránsito,,
ENV-2532,02/06/2024,15:13:47,C-381,Corporativo,Salud,Valparaíso,Valparaíso,Económico,0.46,8736.0,S-04,Demorado,,
ENV-2533,22/12/2024,15:35:37,C-4641,Particular,N/A,Metropolitana,Biobío,Paquetería,9.25,34200.0,S-05,Entregado,24/12/2024,2
ENV-2534,19/12/2024,09:31:36,C-3249,Corporativo,Retail,Biobío,Metropolitana,Certificado,3.61,17220.0,S-01,En tránsito,,
ENV-2535,24/11/2024,13:32:28,C-604,Corporativo,Educación,Valparaíso,La Araucanía,Certificado,2.04,14080.0,S-04,Demorado,,
ENV-2536,03/01/2024,14:23:33,C-4312,Corporativo,Salud,La Araucanía,Metropolitana,Express,8.65,40950.0,S-02,En tránsito,,
ENV-2537,03/10/2024,20:40:33,C-3296,Corporativo,Retail,Biobío,Valparaíso,Express,5.03,30090.0,S-03,Entregado,04/10/2024,1
ENV-2538,02/03/2024,20:51:11,C-48,Corporativo,Tecnología,Metropolitana,Biobío,Paquetería,8.22,31728.0,S-05,Entregado,08/03/2024,6
ENV-2539,24/02/2025,18:59:53,C-1160,Particular,N/A,Antofagasta,Antofagasta,Certificado,7.66,25320.0,S-03,Entregado,27/02/2025,3
ENV-2540,03/06/2024,10:00:11,C-1844,Corporativo,Educación,Antofagasta,La Araucanía,Express,1.26,18780.0,S-04,En tránsito,,
ENV-2541,19/09/2024,12:11:41,C-3273,Particular,N/A,Biobío,Antofagasta,Express,5.21,30630.0,S-05,Entregado,26/09/2024,7
ENV-2542,30/03/2025,14:13:54,C-2779,Corporativo,Banca,Antofagasta,Valparaíso,Express,3.41,25230.0,S-03,En tránsito,,
ENV-2543,17/01/2025,20:08:44,C-1706,Corporativo,E-commerce,Metropolitana,Valparaíso,Paquetería,6.89,28536.0,S-04,Entregado,18/01/2025,1
ENV-2544,10/06/2024,11:58:29,C-839,Particular,N/A,Valparaíso,Valparaíso,Paquetería,7.89,30936.0,S-05,Demorado,,
ENV-2545,01/02/2025,15:05:57,C-3187,Particular,N/A,Metropolitana,La Araucanía,Certificado,2.92,15840.0,S-04,Entregado,03/02/2025,2
ENV-2546,05/10/2024,13:35:24,C-2595,Particular,N/A,Antofagasta,La Araucanía,Certificado,4.26,18520.0,S-04,Entregado,09/10/2024,4
ENV-2547,26/11/2024,14:39:40,C-269,Corporativo,E-commerce,Valparaíso,Metropolitana,Express,8.84,41520.0,S-03,Entregado,30/11/2024,4
ENV-2548,19/10/2024,15:34:41,C-4904,Corporativo,E-commerce,Valparaíso,Biobío,Paquetería,7.66,30384.0,S-02,Demorado,,
ENV-2549,09/10/2024,16:43:43,C-628,Particular,N/A,Antofagasta,La Araucanía,Certificado,2.92,15840.0,S-04,En tránsito,,
ENV-2550,24/05/2024,14:30:17,C-1655,Particular,N/A,Biobío,Antofagasta,Económico,7.27,19632.0,S-01,Entregado,31/05/2024,7
ENV-2551,26/09/2024,15:08:42,C-2869,Particular,N/A,Valparaíso,Valparaíso,Económico,0.37,8592.0,S-04,Entregado,02/10/2024,6
ENV-2552,29/07/2024,18:12:24,C-2884,Particular,N/A,Metropolitana,Valparaíso,Paquetería,5.68,25632.0,S-04,Entregado,30/07/2024,1
ENV-2553,04/10/2024,08:59:17,C-350,Particular,N/A,Antofagasta,La Araucanía,Express,0.51,16530.0,S-02,Entregado,05/10/2024,1
ENV-2554,23/02/2025,14:08:28,C-3502,Particular,N/A,Valparaíso,La Araucanía,Express,1.35,19050.0,S-03,Entregado,28/02/2025,5
ENV-2555,22/09/2024,11:57:24,C-4849,Particular,N/A,Antofagasta,La Araucanía,Express,8.22,39660.0,S-05,En tránsito,,
ENV-2556,28/07/2024,13:43:03,C-2505,Particular,N/A,Antofagasta,La Araucanía,Económico,6.85,18960.0,S-03,Entregado,29/07/2024,1
ENV-2557,04/11/2024,13:45:14,C-3567,Particular,N/A,Valparaíso,Metropolitana,Express,4.44,28320.0,S-03,Entregado,06/11/2024,2
ENV-2558,18/11/2024,18:09:18,C-2403,Particular,N/A,Biobío,Valparaíso,Express,4.02,27060.0,S-03,Entregado,22/11/2024,4
ENV-2559,24/10/2024,17:49:43,C-4137,Particular,N/A,Antofagasta,Antofagasta,Económico,8.77,22032.0,S-01,Entregado,28/10/2024,4
ENV-2560,06/06/2024,17:57:49,C-1318,Particular,N/A,La Araucanía,La Araucanía,Paquetería,2.46,17904.0,S-05,Entregado,13/06/2024,7
ENV-2561,19/08/2024,15:59:21,C-1383,Particular,N/A,Metropolitana,Antofagasta,Certificado,4.0,18000.0,S-02,En tránsito,,
ENV-2562,03/06/2024,10:51:38,C-4213,Particular,N/A,La Araucanía,La Araucanía,Express,1.52,19560.0,S-02,Entregado,06/06/2024,3
ENV-2563,08/03/2024,18:57:46,C-4641,Particular,N/A,Valparaíso,Antofagasta,Express,6.76,35280.0,S-05,Entregado,10/03/2024,2
ENV-2564,16/09/2024,09:42:52,C-1100,Corporativo,Retail,Valparaíso,La Araucanía,Económico,1.84,10944.0,S-03,Entregado,18/09/2024,2
ENV-2565,15/08/2024,17:25:57,C-104,Corporativo,Salud,Valparaíso,Valparaíso,Express,10.0,45000.0,S-02,Entregado,19/08/2024,4
ENV-2566,27/10/2024,14:04:04,C-4672,Particular,N/A,Biobío,Valparaíso,Certificado,9.65,29300.0,S-01,En tránsito,,
ENV-2567,12/03/2024,08:54:01,C-6,Particular,N/A,Biobío,Valparaíso,Express,0.77,17310.0,S-03,Entregado,14/03/2024,2
ENV-2568,08/10/2024,18:04:52,C-3570,Corporativo,Salud,Valparaíso,Metropolitana,Económico,0.8,9280.0,S-03,Entregado,14/10/2024,6
ENV-2569,30/01/2025,09:56:55,C-1763,Particular,N/A,Biobío,La Araucanía,Certificado,2.55,15100.0,S-05,Entregado,04/02/2025,5
ENV-2570,24/03/2024,10:16:03,C-1820,Particular,N/A,Antofagasta,Biobío,Paquetería,3.18,19632.0,S-01,En tránsito,,
ENV-2571,09/05/2024,11:54:27,C-3597,Corporativo,Retail,Metropolitana,La Araucanía,Express,8.0,39000.0,S-01,Entregado,11/05/2024,2
ENV-2572,21/11/2024,13:43:17,C-787,Corporativo,Educación,Antofagasta,Biobío,Paquetería,7.55,30120.0,S-04,Entregado,26/11/2024,5
ENV-2573,05/01/2024,18:57:22,C-62,Particular,N/A,La Araucanía,Antofagasta,Económico,1.87,10992.0,S-01,En tránsito,,
ENV-2574,05/08/2024,11:52:43,C-3575,Corporativo,Banca,Biobío,Valparaíso,Express,7.43,37290.0,S-03,En tránsito,,
ENV-2575,11/01/2025,19:26:05,C-1306,Particular,N/A,Metropolitana,La Araucanía,Económico,3.83,14128.0,S-01,Demorado,,
ENV-2576,04/12/2024,13:07:27,C-4501,Particular,N/A,La Araucanía,Antofagasta,Paquetería,3.22,19728.0,S-02,Entregado,07/12/2024,3
ENV-2577,16/10/2024,15:53:21,C-2359,Particular,N/A,Antofagasta,Antofagasta,Express,2.08,21240.0,S-02,Entregado,21/10/2024,5
ENV-2578,19/01/2024,16:59:06,C-4231,Corporativo,Retail,Valparaíso,Valparaíso,Express,5.61,31830.0,S-02,Demorado,,
ENV-2579,07/07/2024,20:57:42,C-3786,Corporativo,Salud,Metropolitana,La Araucanía,Económico,5.13,16208.0,S-04,Entregado,14/07/2024,7
ENV-2580,03/08/2024,09:26:49,C-1523,Particular,N/A,Biobío,Biobío,Económico,9.05,22480.0,S-01,En tránsito,,
ENV-2581,24/07/2024,17:45:13,C-4691,Particular,N/A,Metropolitana,Antofagasta,Económico,1.73,10768.0,S-04,Entregado,28/07/2024,4
ENV-2582,24/05/2024,11:04:55,C-3201,Corporativo,Educación,Metropolitana,Antofagasta,Paquetería,0.36,12864.0,S-02,Entregado,31/05/2024,7
ENV-2583,03/12/2024,18:57:10,C-1574,Corporativo,Salud,Biobío,Valparaíso,Express,1.48,19440.0,S-01,Entregado,07/12/2024,4
ENV-2584,19/01/2025,13:56:32,C-2377,Particular,N/A,Antofagasta,Antofagasta,Económico,0.46,8736.0,S-04,Entregado,24/01/2025,5
ENV-2585,08/12/2024,08:44:51,C-2596,Corporativo,Retail,Metropolitana,Biobío,Express,5.73,32190.0,S-01,En tránsito,,
ENV-2586,10/01/2024,17:18:42,C-942,Particular,N/A,Antofagasta,Antofagasta,Express,7.74,38220.0,S-01,Entregado,15/01/2024,5
ENV-2587,16/02/2024,12:50:09,C-970,Particular,N/A,Valparaíso,La Araucanía,Económico,9.87,23792.0,S-03,Entregado,22/02/2024,6
ENV-2588,16/02/2024,15:03:02,C-4603,Particular,N/A,Valparaíso,Biobío,Express,8.49,40470.0,S-05,Demorado,,
ENV-2589,09/03/2025,11:48:01,C-972,Particular,N/A,Biobío,Antofagasta,Paquetería,1.78,16272.0,S-04,Entregado,12/03/2025,3
ENV-2590,03/01/2024,17:20:01,C-3964,Particular,N/A,Antofagasta,Biobío,Express,9.78,44340.0,S-04,Entregado,05/01/2024,2
ENV-2591,15/07/2024,10:16:06,C-421,Particular,N/A,La Araucanía,Metropolitana,Paquetería,5.83,25992.0,S-01,En tránsito,,
ENV-2592,17/05/2024,11:16:50,C-4551,Corporativo,Banca,Biobío,Antofagasta,Económico,8.12,20992.0,S-04,Entregado,23/05/2024,6
ENV-2593,25/08/2024,14:59:54,C-3147,Corporativo,Retail,Biobío,Biobío,Paquetería,0.21,12504.0,S-03,Demorado,,
ENV-2594,19/05/2024,13:31:12,C-2913,Particular,N/A,Antofagasta,Metropolitana,Express,2.06,21180.0,S-05,Entregado,25/05/2024,6
ENV-2595,11/02/2025,09:08:18,C-4585,Particular,N/A,La Araucanía,Metropolitana,Económico,9.26,22816.0,S-03,En tránsito,,
ENV-2596,04/02/2025,08:41:53,C-453,Particular,N/A,Antofagasta,Valparaíso,Económico,2.5,12000.0,S-01,Entregado,09/02/2025,5
ENV-2597,09/07/2024,11:10:49,C-866,Corporativo,Tecnología,Antofagasta,Antofagasta,Express,5.44,31320.0,S-03,Entregado,16/07/2024,7
ENV-2598,21/11/2024,18:11:15,C-3802,Particular,N/A,Metropolitana,Antofagasta,Económico,7.29,19664.0,S-05,Entregado,28/11/2024,7
ENV-2599,18/01/2025,14:29:59,C-2189,Particular,N/A,Antofagasta,Valparaíso,Express,1.1,18300.0,S-03,Reclamado,,
ENV-2600,12/03/2025,09:00:59,C-477,Corporativo,Salud,Biobío,Metropolitana,Económico,5.77,17232.0,S-04,En tránsito,,
ENV-2601,03/09/2024,11:36:23,C-4739,Particular,N/A,La Araucanía,Valparaíso,Paquetería,2.21,17304.0,S-05,Entregado,05/09/2024,2
ENV-2602,28/01/2025,18:40:10,C-2685,Particular,N/A,Metropolitana,La Araucanía,Express,3.65,25950.0,S-02,Reclamado,,
ENV-2603,21/06/2024,12:52:06,C-3585,Particular,N/A,Antofagasta,Metropolitana,Paquetería,4.49,22776.0,S-05,Entregado,22/06/2024,1
ENV-2604,17/07/2024,09:19:14,C-1026,Corporativo,Tecnología,Biobío,Metropolitana,Certificado,7.52,25040.0,S-02,Entregado,19/07/2024,2
ENV-2605,21/08/2024,14:52:51,C-2545,Particular,N/A,Valparaíso,Metropolitana,Express,9.15,42450.0,S-01,Entregado,27/08/2024,6
ENV-2606,15/02/2025,12:08:59,C-3754,Corporativo,Educación,La Araucanía,Antofagasta,Económico,9.7,23520.0,S-05,Entregado,20/02/2025,5
ENV-2607,29/02/2024,12:08:19,C-392,Particular,N/A,La Araucanía,La Araucanía,Económico,3.88,14208.0,S-02,Entregado,02/03/2024,2
ENV-2608,04/09/2024,16:07:19,C-1039,Corporativo,Educación,Metropolitana,Valparaíso,Certificado,2.59,15180.0,S-05,Entregado,09/09/2024,5
ENV-2609,30/06/2024,13:49:48,C-2361,Corporativo,Retail,La Araucanía,Valparaíso,Express,2.78,23340.0,S-02,Entregado,01/07/2024,1
ENV-2610,15/03/2024,11:28:25,C-4354,Particular,N/A,La Araucanía,Metropolitana,Económico,7.67,20272.0,S-04,En tránsito,,
ENV-2611,31/07/2024,18:48:06,C-929,Particular,N/A,Antofagasta,Valparaíso,Certificado,8.44,26880.0,S-03,En tránsito,,
ENV-2612,16/03/2024,09:51:25,C-4862,Particular,N/A,Metropolitana,Biobío,Económico,1.73,10768.0,S-01,Entregado,21/03/2024,5
ENV-2613,10/01/2024,15:41:00,C-1002,Corporativo,Educación,Antofagasta,Valparaíso,Certificado,0.4,10800.0,S-03,Entregado,13/01/2024,3
ENV-2614,29/03/2024,12:44:30,C-667,Particular,N/A,Valparaíso,La Araucanía,Paquetería,8.49,32376.0,S-05,Entregado,03/04/2024,5
ENV-2615,20/02/2025,15:23:11,C-3510,Corporativo,E-commerce,La Araucanía,Metropolitana,Paquetería,1.68,16032.0,S-05,Entregado,25/02/2025,5
ENV-2616,13/05/2024,11:30:55,C-3527,Corporativo,Retail,Biobío,La Araucanía,Paquetería,9.46,34704.0,S-04,Demorado,,
ENV-2617,07/07/2024,13:59:12,C-4164,Corporativo,Retail,Biobío,Metropolitana,Paquetería,9.68,35232.0,S-03,Entregado,09/07/2024,2
ENV-2618,15/03/2025,13:50:34,C-703,Particular,N/A,Metropolitana,Metropolitana,Express,5.82,32460.0,S-01,Entregado,21/03/2025,6
ENV-2619,06/03/2024,18:14:08,C-3465,Particular,N/A,Valparaíso,Metropolitana,Económico,4.91,15856.0,S-01,Entregado,07/03/2024,1
ENV-2620,28/10/2024,14:44:57,C-2916,Particular,N/A,Valparaíso,Metropolitana,Económico,3.6,13760.0,S-04,En tránsito,,
ENV-2621,06/02/2025,19:12:45,C-4585,Particular,N/A,Metropolitana,Biobío,Express,6.63,34890.0,S-01,Entregado,09/02/2025,3
ENV-2622,27/05/2024,13:31:14,C-4802,Particular,N/A,Metropolitana,Metropolitana,Express,3.91,26730.0,S-01,En tránsito,,
ENV-2623,30/07/2024,08:15:53,C-1380,Particular,N/A,Metropolitana,Antofagasta,Express,4.41,28230.0,S-05,Entregado,06/08/2024,7
ENV-2624,12/05/2024,10:23:04,C-4718,Corporativo,Banca,Valparaíso,Valparaíso,Paquetería,6.17,26808.0,S-01,Entregado,16/05/2024,4
ENV-2625,20/09/2024,19:02:13,C-4036,Particular,N/A,Biobío,Antofagasta,Express,0.44,16320.0,S-01,Entregado,25/09/2024,5
ENV-2626,27/05/2024,14:21:47,C-4091,Corporativo,Educación,La Araucanía,La Araucanía,Express,2.27,21810.0,S-01,En tránsito,,
ENV-2627,13/01/2025,14:28:28,C-4978,Particular,N/A,Biobío,Biobío,Económico,0.3,8480.0,S-03,Entregado,20/01/2025,7
ENV-2628,03/08/2024,16:56:42,C-4160,Corporativo,Tecnología,Valparaíso,Valparaíso,Certificado,7.66,25320.0,S-04,Entregado,08/08/2024,5
ENV-2629,19/12/2024,17:47:39,C-3397,Particular,N/A,Biobío,Valparaíso,Económico,3.96,14336.0,S-05,En tránsito,,
ENV-2630,20/05/2024,18:41:28,C-2406,Particular,N/A,Antofagasta,La Araucanía,Certificado,4.28,18560.0,S-05,En tránsito,,
ENV-2631,09/08/2024,13:02:13,C-3785,Corporativo,Tecnología,Metropolitana,Biobío,Certificado,5.54,21080.0,S-02,En tránsito,,
ENV-2632,20/06/2024,18:16:08,C-3828,Corporativo,Salud,Antofagasta,Metropolitana,Paquetería,3.95,21480.0,S-01,Entregado,22/06/2024,2
ENV-2633,01/02/2025,16:33:48,C-1983,Particular,N/A,Biobío,Metropolitana,Económico,8.13,21008.0,S-01,Entregado,03/02/2025,2
ENV-2634,05/09/2024,19:06:50,C-1712,Particular,N/A,Biobío,Biobío,Económico,4.42,15072.0,S-03,Demorado,,
ENV-2635,20/04/2024,15:26:53,C-4828,Particular,N/A,La Araucanía,La Araucanía,Paquetería,5.84,26016.0,S-02,En tránsito,,
ENV-2636,01/01/2025,11:20:06,C-4404,Corporativo,E-commerce,Valparaíso,Metropolitana,Express,9.71,44130.0,S-02,Entregado,04/01/2025,3
ENV-2637,28/02/2025,08:55:47,C-1577,Particular,N/A,Metropolitana,Metropolitana,Express,9.92,44760.0,S-05,Entregado,06/03/2025,6
ENV-2638,08/09/2024,14:12:45,C-1082,Particular,N/A,Antofagasta,Valparaíso,Express,2.11,21330.0,S-01,Reclamado,,
ENV-2639,24/07/2024,20:53:24,C-510,Particular,N/A,Antofagasta,La Araucanía,Económico,4.5,15200.0,S-01,En tránsito,,
ENV-2640,01/01/2025,11:19:52,C-2270,Particular,N/A,Valparaíso,Metropolitana,Certificado,4.8,19600.0,S-01,Entregado,08/01/2025,7
ENV-2641,05/08/2024,12:42:49,C-113,Corporativo,Tecnología,La Araucanía,Valparaíso,Express,3.05,24150.0,S-01,Entregado,11/08/2024,6
ENV-2642,16/02/2024,13:58:14,C-3619,Corporativo,E-commerce,La Araucanía,La Araucanía,Económico,2.91,12656.0,S-02,En tránsito,,
ENV-2643,02/02/2024,08:43:57,C-3675,Particular,N/A,La Araucanía,La Araucanía,Certificado,8.41,26820.0,S-04,Demorado,,
ENV-2644,07/03/2024,11:38:17,C-1438,Particular,N/A,Biobío,La Araucanía,Certificado,9.62,29240.0,S-04,Entregado,09/03/2024,2
ENV-2645,15/04/2024,12:11:51,C-1708,Particular,N/A,Valparaíso,La Araucanía,Económico,2.19,11504.0,S-01,Entregado,21/04/2024,6
ENV-2646,17/03/2024,14:07:56,C-2370,Corporativo,Tecnología,Biobío,Antofagasta,Certificado,8.93,27860.0,S-05,Entregado,19/03/2024,2
ENV-2647,27/04/2024,08:46:09,C-4470,Particular,N/A,La Araucanía,Antofagasta,Económico,3.98,14368.0,S-03,En tránsito,,
ENV-2648,08/01/2025,19:36:48,C-2480,Particular,N/A,Valparaíso,Biobío,Express,6.55,34650.0,S-03,Entregado,14/01/2025,6
ENV-2649,14/01/2024,12:31:29,C-1191,Particular,N/A,La Araucanía,La Araucanía,Paquetería,2.91,18984.0,S-04,En tránsito,,
ENV-2650,22/02/2024,20:53:43,C-697,Corporativo,Retail,La Araucanía,Metropolitana,Paquetería,9.42,34608.0,S-04,Entregado,24/02/2024,2
ENV-2651,09/05/2024,09:14:38,C-1511,Particular,N/A,Antofagasta,Valparaíso,Express,7.89,38670.0,S-01,Demorado,,
ENV-2652,20/03/2024,13:03:05,C-4348,Corporativo,Banca,Metropolitana,Biobío,Económico,2.01,11216.0,S-05,Demorado,,
ENV-2653,02/09/2024,11:10:12,C-740,Particular,N/A,Biobío,Valparaíso,Certificado,6.19,22380.0,S-05,Entregado,09/09/2024,7
ENV-2654,31/01/2025,14:08:47,C-1366,Particular,N/A,Biobío,La Araucanía,Económico,9.69,23504.0,S-02,En tránsito,,
ENV-2655,20/02/2024,14:25:37,C-1397,Corporativo,Educación,Antofagasta,Biobío,Económico,2.92,12672.0,S-01,Demorado,,
ENV-2656,23/07/2024,13:58:05,C-3337,Particular,N/A,Metropolitana,Biobío,Paquetería,3.68,20832.0,S-03,Entregado,30/07/2024,7
ENV-2657,28/11/2024,08:54:35,C-1379,Corporativo,Tecnología,La Araucanía,Valparaíso,Certificado,2.12,14240.0,S-03,Demorado,,
ENV-2658,05/01/2025,13:54:52,C-1747,Particular,N/A,Biobío,Metropolitana,Express,6.42,34260.0,S-05,Entregado,10/01/2025,5
ENV-2659,05/04/2024,17:22:18,C-3455,Corporativo,Salud,La Araucanía,Biobío,Certificado,8.94,27880.0,S-04,Entregado,09/04/2024,4
ENV-2660,03/03/2025,19:23:47,C-2072,Particular,N/A,Metropolitana,La Araucanía,Express,3.48,25440.0,S-03,Entregado,09/03/2025,6
ENV-2661,02/01/2024,20:21:59,C-2780,Corporativo,Banca,Valparaíso,Valparaíso,Express,1.33,18990.0,S-05,Entregado,08/01/2024,6
ENV-2662,15/02/2024,13:56:59,C-1257,Corporativo,Tecnología,Antofagasta,Antofagasta,Económico,3.54,13664.0,S-03,Entregado,17/02/2024,2
ENV-2663,06/08/2024,08:59:54,C-4566,Particular,N/A,Valparaíso,Metropolitana,Express,6.3,33900.0,S-04,Entregado,08/08/2024,2
ENV-2664,09/11/2024,10:19:17,C-1901,Particular,N/A,Valparaíso,Metropolitana,Express,7.37,37110.0,S-04,Entregado,11/11/2024,2
ENV-2665,27/01/2024,09:53:48,C-3397,Particular,N/A,Biobío,Valparaíso,Económico,6.1,17760.0,S-05,Entregado,28/01/2024,1
ENV-2666,08/10/2024,16:30:17,C-2690,Corporativo,Salud,Antofagasta,Antofagasta,Paquetería,0.85,14040.0,S-04,Entregado,13/10/2024,5
ENV-2667,21/04/2024,09:20:53,C-94,Particular,N/A,Antofagasta,Antofagasta,Paquetería,9.4,34560.0,S-04,Entregado,24/04/2024,3
ENV-2668,30/09/2024,19:27:47,C-1892,Particular,N/A,Biobío,Biobío,Express,1.97,20910.0,S-01,En tránsito,,
ENV-2669,04/08/2024,13:56:35,C-1399,Particular,N/A,Biobío,Antofagasta,Paquetería,5.78,25872.0,S-05,En tránsito,,
ENV-2670,26/06/2024,16:14:10,C-2396,Corporativo,Educación,Valparaíso,Antofagasta,Express,9.08,42240.0,S-04,Entregado,03/07/2024,7
ENV-2671,25/01/2024,16:02:25,C-466,Particular,N/A,Biobío,Valparaíso,Express,9.74,44220.0,S-05,En tránsito,,
ENV-2672,29/11/2024,12:12:20,C-918,Corporativo,Retail,La Araucanía,Antofagasta,Económico,8.59,21744.0,S-02,Entregado,01/12/2024,2
ENV-2673,22/02/2024,11:47:07,C-1850,Particular,N/A,Antofagasta,La Araucanía,Económico,1.38,10208.0,S-05,Demorado,,
ENV-2674,11/01/2025,14:26:26,C-249,Particular,N/A,Antofagasta,Metropolitana,Económico,9.08,22528.0,S-02,Entregado,15/01/2025,4
ENV-2675,10/10/2024,17:16:38,C-3494,Particular,N/A,Antofagasta,La Araucanía,Certificado,3.34,16680.0,S-01,Entregado,14/10/2024,4
ENV-2676,13/12/2024,19:08:05,C-4839,Corporativo,Banca,La Araucanía,Biobío,Express,5.87,32610.0,S-03,Entregado,19/12/2024,6
ENV-2677,02/08/2024,12:15:44,C-37,Particular,N/A,Biobío,Antofagasta,Económico,1.49,10384.0,S-03,Reclamado,,
ENV-2678,03/03/2025,12:36:55,C-4243,Particular,N/A,Biobío,Valparaíso,Económico,5.18,16288.0,S-02,Entregado,06/03/2025,3
ENV-2679,09/12/2024,10:29:52,C-277,Particular,N/A,Metropolitana,La Araucanía,Paquetería,4.73,23352.0,S-05,Demorado,,
ENV-2680,14/01/2025,14:01:09,C-1427,Corporativo,Educación,La Araucanía,La Araucanía,Económico,0.15,8240.0,S-04,Entregado,21/01/2025,7
ENV-2681,01/03/2024,12:32:08,C-4928,Corporativo,Educación,Antofagasta,Metropolitana,Paquetería,2.93,19032.0,S-03,Demorado,,
ENV-2682,15/05/2024,10:26:02,C-156,Corporativo,E-commerce,Metropolitana,Valparaíso,Económico,1.52,10432.0,S-01,Entregado,21/05/2024,6
ENV-2683,16/12/2024,15:32:58,C-4402,Corporativo,Tecnología,Metropolitana,Antofagasta,Paquetería,3.6,20640.0,S-01,Reclamado,,
ENV-2684,22/05/2024,19:31:54,C-3601,Corporativo,Retail,La Araucanía,La Araucanía,Express,2.79,23370.0,S-04,Demorado,,
ENV-2685,01/04/2024,16:46:02,C-3470,Particular,N/A,La Araucanía,Valparaíso,Económico,4.76,15616.0,S-04,En tránsito,,
ENV-2686,02/09/2024,14:06:44,C-1201,Corporativo,Retail,Biobío,La Araucanía,Certificado,7.74,25480.0,S-03,En tránsito,,
ENV-2687,16/02/2025,16:18:26,C-2984,Corporativo,Salud,Metropolitana,Biobío,Económico,0.3,8480.0,S-04,En tránsito,,
